Sector	Organization Name (CN)	Industry	Rank	Total Amout	Donation Amount (mil ￥)	Donation Month	Donation Date	Sumif(origin=dest)	Donation Origin (Province)	Donation Origin (City)	Donation Destination (Province)	Donation Destination (City)	Name of Recipient	Name of Recipient (CN)	Donation for what program?	Type of Recipient	Donation Cause	Donation Vehicle	Form of Donation	Pledge? (Y/N)	Donation Link	Donation Link 2	Donation Link 3	Other Donation Link(s)
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.12	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	小爱也温暖项目	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.118725	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	童缘资助中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.11011145	12	23	0	Guangdong	Shenzhen	Beijing	Beijing		中国下一代教育基金会	99公益日腾讯配捐	Government Charitable Organization	Education	Corporate Foundation	Cash	N	http://www.cngef.org.cn/love/love.htm?nChannelId=911&nColumnId=91101			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.11	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	七彩课堂项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.103787	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	众爱专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.102018	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	众爱专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	世茂集团	Real Estate	46	80	80	7	20	0	Shanghai	Shanghai	Beijing	Beijing		故宫博物院	“养心殿研究性保护项目”	NGO	Culture	Corporation	Cash	N	http://www.chinanews.com/cul/2016/07-20/7946070.shtml	http://news.xinhuanet.com/shuhua/2016-07/21/c_129166402.htm		
Public	紫光集团	Internet and Communication Technology	47	78.05	65			65	Beijing	Beijing	Beijing	Beijing		清华大学苏世民书院	支持清华大学苏世民书院建设	University or University Foundation	Education	Corporation	Cash	N	http://www.sc.tsinghua.edu.cn/newsletter/360.jhtml	http://bjuniland.com/news/23/146		
Public	紫光集团	Internet and Communication Technology	47	78.05	3			0	Beijing	Beijing	Sichuan	Chengdu		电子科技大学	林为干紫光励学金	University or University Foundation	Education	Corporation	Cash	N	http://www.news.uestc.edu.cn/?n=UestcNews.Front.Document.ArticlePage&Id=55684			
Public	紫光集团	Internet and Communication Technology	47	78.05	1.05			1.05	Beijing	Beijing	Beijing	Beijing		清华大学	用于支持校园信息化建设	University or University Foundation	Education	Corporation	Cash	N	http://news.tsinghua.edu.cn/publish/thunews/10319/2016/20160423181249593761254/20160423181249593761254_.html			
Public	紫光集团	Internet and Communication Technology	47	78.05	1			1	Beijing	Beijing	Beijing	Beijing	Tsinghua University High School	清华大学附属中学	清华附中教育基金会	School	Education	Corporation	Cash	N	http://www.qhfz.edu.cn/xinwen/20161021/5421.html	http://www.unigroup.com.cn/gongyi/		
Public	紫光集团	Internet and Communication Technology	47	78.05	8			8	Beijing	Beijing	Beijing	Beijing		中国青年创业就业基金会	中国青年信用体系建设项目	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.yee.org.cn/jdwm/jzxx/201703/t20170307_9239638.htm			
Public	紫光集团	Internet and Communication Technology	47	78.05	10			0	Beijing	Beijing	Jilin	Changchun	Jilin University	吉林大学	支持吉大信息化平台建设	University or University Foundation	Education	Corporation	Goods	N		http://news.jlu.edu.cn/info/1021/43251.htm	http://www.unigroup.com.cn/gongyi/	
Private	南宁恒大城市建设有限公司	Real Estate	48	60	60	8	5	0	Guangxi	Nanning	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	24.720522	6		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-06.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	13.215636	6		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-06.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	10.36200525	7		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益基金	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-07.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	5.861604	8		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益基金	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-08.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	3.245586	5		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-05.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	0.4540475	4		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-04.pdf		
Private	深圳前海中盛一点科技有限公司	Internet and Communication Technology	49	58.30057525	0.4411745	5		0	Guangdong	Shenzhen	Beijing	Beijing		中国光华科技基金会	一点公益	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.ghstf.org/juanzexx15/3378-2015-02-11-09-00-39.html	http://www.ghstf.org/files/shouru2016-05.pdf		
Private	金科集团	Real Estate	50	57.5	57.5	5	31	57.5	Chongqing	Chongqing	Chongqing	Chongqing		重庆市慈善总会	2016金科精准扶贫启动仪式	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://cq.leju.com/esf/2016-05-31/10316143237156157835662.shtml			
Private	合肥万达城投资有限公司	Real Estate	51	50	50	12	22	0	Anhui	Hefei	Beijing	Beijing	China Charity Federation	中华慈善总会		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.chinacharityfederation.org/NewsShowNoPart/128/1802.html			
Private	合肥粤通置业有限公司	Real Estate	51	50	50	8	3	0	Anhui	Hefei	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	名流投资集团	Finance	51	50	50	1	28	0	Beijing	Beijing	Hubei	Wuhan		湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	天伦集团	Real Estate	51	50	50	9	4	50	Henan	Zhengzhou	Henan	Zhengzhou		河南省慈善总会	用于三门峡市卢氏县儿童大病救助及精准扶贫	Non-Government Foundation	Unspecified	Corporation	Cash	N	http://www.tianlun.net/new/news/1991.html			
Private	新华联集团	Energy and Natural Resource	51	50	50	12	20	50	Beijing	Beijing	Beijing	Beijing		北京外国语大学	用于支持北外教育事业发展和区域与全球治理高等研究院的建设	University or University Foundation	Education	Corporation	Cash	N	https://ef.bfsu.edu.cn/archives/461	http://www.macrolink.com.cn/index.php?optionid=1167		
Individual	游志胜	Internet and Communication Technology	51	50	50	12	20	50	Sichuan	Chengdu	Sichuan	Chengdu	Sichuan University	四川大学	主要用于三方面：人才引进基金5000万；重点实验室建设基金4000万； 支持“双创”活动基地建设经费1000万。	University or University Foundation	Education	Individual	Cash	N	http://china.caixin.com/2016-12-23/101029881.html	http://www.scu.edu.cn/news2012/cdzx/webinfo/2016/12/1478149597406978.htm		
Individual	杨红雨	Education	51	50	50	12	20	50	Sichuan	Chengdu	Sichuan	Chengdu	Sichuan University	四川大学	主要用于三方面：人才引进基金5000万；重点实验室建设基金4000万； 支持“双创”活动基地建设经费1000万。	University or University Foundation	Education	Individual	Cash	N	http://china.caixin.com/2016-12-23/101029881.html	http://www.scu.edu.cn/news2012/cdzx/webinfo/2016/12/1478149597406978.htm		
Individual	沈南鹏	Finance	51	50	50	4	8	50	Shanghai	Shanghai	Shanghai	Shanghai		上海交通大学	医学研究基金	University or University Foundation	Education	Individual	Cash	N	http://news.sjtu.edu.cn/info/1002/961400.htm			
Private	广东省何享健慈善基金会	Manufacturing	59	45.79	30	5	30	30	Guangdong	Foshan	Guangdong	Foshan		德耆慈善基金会	捐建养老院	Government Charitable Organization	Social Welfare & Poverty Alleviation	Individual Foundation	Cash	N	http://www.deqijijing.com/InformationDet.aspx?id=38			
Private	广东省何享健慈善基金会	Manufacturing	59	45.79	15.79			15.79	Guangdong	Foshan	Guangdong	Foshan		德耆慈善基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Individual Foundation	Cash	N	http://www.deqijijing.com/InformationDet.aspx?id=40			
Private	上海格闰谷环境科技有限公司	Environment	60	40	20	3	31	20	Shanghai	Shanghai	Shanghai	Shanghai		上海同济大学教育发展基金会		University or University Foundation	Environment	Corporation	Cash	N	http://fund.tongji.edu.cn/cms/fund_jzda/139980.html			
Private	上海格闰谷环境科技有限公司	Environment	60	40	20	3	31	20	Shanghai	Shanghai	Shanghai	Shanghai		上海同济大学教育基金会	设立“同济大学长江水环境科学实验船建设基金”，资助我校环境科学与工程学院实施“长江水环境科学实验船建设项目”。	University or University Foundation	Education	Corporation	Cash	N	http://fund.tongji.edu.cn/cms/fund_jzmx_wnjz			
Individual	李贤义	Manufacturing	61	38	38	9	6	38	Guangdong	Shenzhen	Guangdong	Shenzhen		李贤义教育基金会	设立的深圳市李贤义教育基金会	University or University Foundation	Education	Individual	Cash	N	http://news.sina.com.cn/o/2016-09-08/doc-ifxvueif6239335.shtml	http://www.sz.gov.cn/jyj/home/jyxw/qxdt/201609/t20160918_4938269.htm		
Private	香港经纬集团	Real Estate	62	34.2	17.1	11	18	17.1	Guangdong	Shantou	Guangdong	Guangzhou	Jinan University	暨南大学	“紫荆谷创新创业发展辅导”项目	University or University Foundation	Education	Corporation	Cash	N	http://dsh.jnu.edu.cn/b1/fd/c758a111101/page.htm	http://edu.people.com.cn/n1/2016/1119/c1053-28880754.html		
Private	香港经纬集团	Real Estate	62	34.2	17.1	9	28	0	Guangdong	Shantou	Beijing	Beijing	Chinese Language and Culture Education Foundation of China	中国华文教育基金会	支持华文教育基金会开展弘扬中华文化、发展华文教育事业、促进中外文化交流活动。	Government	Culture	Corporation	Cash	N	http://www.clef.org.cn/news/2016/1009/5/1861.shtml			
Private	完美（中国）有限公司	Consumer	63	34.16	10	11	30	10	Beijing	Beijing	Beijing	Beijing		中国禁毒基金会	支持、培养和推广更多的禁毒公益项目	Government	Public Health	Corporation	Cash	N	http://www.nncc626.com/2016-11/30/c_129384862.htm			
Private	完美（中国）有限公司	Consumer	63	34.16	8	8	5	8	Beijing	Beijing	Beijing	Beijing		中国妇女发展基金会	完美关爱基金	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.cwdf.org.cn/uploadfile/2016/0920/20160920115038461.pdf			
Private	完美（中国）有限公司	Consumer	63	34.16	6.16	2	26	6.16	Beijing	Beijing	Beijing	Beijing		中国妇女发展基金会	完美关爱基金	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.cwdf.org.cn/index.php?m=content&c=index&a=lists&catid=77&year=2016			
Private	完美（中国）有限公司	Consumer	63	34.16	10	9	28	10	Beijing	Beijing	Beijing	Beijing	Chinese Language and Culture Education Foundation of China	中国华文教育基金会	支持华文教育基金会开展弘扬中华文化、发展华文教育事业、促进中外文化交流活动。	Government	Culture	Corporation	Cash	N	http://www.clef.org.cn/news/2016/1009/5/1861.shtml	http://hn.cnr.cn/zyjjq/jjqshxt/20161009/t20161009_523184600.shtml	#REF!	#REF!
Individual	井贤栋	Internet and Communication Technology	64	32.5	32.5	5	4	0	Zhejiang	Hangzhou	United States	Minneapolis		美国明尼苏达大学	中国项目相关研究	University or University Foundation	Education	Individual	Cash	N	http://tech.sina.com.cn/i/2016-05-04/doc-ifxrtzte9937121.shtml	http://www.sohu.com/a/73355410_119737		
Private	十堰市阳光房地产开发有限公司	Real Estate	65	32	32	1	28	32	Hubei	Shiyan	Hubei	Wuhan	Hubei Charity Federation	湖北慈善总会	十堰基础设施建设	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.hbcf.org.cn/NewsShow/1145/5641.html	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm		
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	2			2	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	20			20	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	2.68			2.68	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	1.324			1.324	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	2			2	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Public	河南伊川农村商业银行股份有限公司	Finance	66	31.004	3			3	Henan	Yichuan	Henan	Zhengzhou		河南省慈善总会	定向捐赠	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.henancishan.org/PublicExchange/2200/1.html?p=1&di=2016-01-01&da=2017-01-01&m1=1000000&t=0&b=0&k=			
Individual	刘国耀、胡歙眉	Manufacturing	67	30	30.5	6	6	30.5	Jiangsu	Nanjing	Jiangsu	Nanjing		东南大学教育基金会		University or University Foundation	Education	Family	Cash	N	http://seuef.seu.edu.cn/76/23/c964a161315/page.htm			
Private	万科集团	Real Estate	67	30	30	12	8	0	Guangdong	Shenzhen	Hebei	Zhangjiakou		张北县人民政府	精准扶贫捐赠	Government	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.zjkzb.gov.cn/article/20161213/zjkzbxwgzx-2016-29796.html			
Private	佛山市南海盈裕房地产发展有限公司	Real Estate	67	30	30	8	5	30	Guangdong	Foshan	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	南京旭泰房地产开发有限公司	Real Estate	67	30	30	8	3	0	Jiangsu	Nanjing	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	南京美旭房地产开发有限公司	Real Estate	67	30	30	8	3	0	Jiangsu	Nanjing	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	国创高科实业集团有限公司	Construction and Civil Engineering	67	30	30	1	28	30	Hubei	Wuhan	Hubei	Wuhan	Hubei Charity Federation	湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	广州时代地产公益基金会	Real Estate	67	30	30	8	8	30	Guangdong	Guangzhou	Guangdong	Foshan		南商教育发展促进会		Government Charitable Organization	Education	Corporation	Cash	N	http://www.timescharity.cn/news/v/id/503			
Private	新尚集团	Real Estate	67	30	30	5	8	30	Sichuan	Chengdu	Sichuan	Chengdu		西南交通大学	唐立新奖学金	University or University Foundation	Education	Corporation	Cash	N	http://120.swjtu.edu.cn/ShowNews-5007-0-1.shtml	http://www.swjtu.edu.cn/html/search.html?keyword=%E6%96%B0%E5%B0%9A&pageSize=20		
Private	格林凯尔农业科技有限公司	Agriculture	67	30	30	6	26	30	Hubei	Wuhan	Hubei	Wuhan		华中农业大学	开展精准农业项目的研发与推广	University or University Foundation	Education	Corporation	Cash	N	http://news.hzau.edu.cn/2016/0627/46008.shtml?app=member&controller=index&action=logout			
Private	沁园集团	Manufacturing	67	30	30	5	20	30	Zhejiang	Ningbo	Zhejiang	Ningbo		宁波大学	2000万元将用于支持宁波大学科技学院迁建后“沁园”创新实验室、“沁园”现代工业技能培训中心的建设，并设立“沁园”创新创业基金。另外的1000万元，将用于支持宁波大学梅山海洋科教园船舶自动化实验中心建设，并以海运学院综合楼命名为“水艺楼”。	University or University Foundation	Education	Corporation	Cash	N	http://nb.ifeng.com/a/20160521/4571910_0.shtml	http://zjnews.zjol.com.cn/zjnews/nbnews/201605/t20160522_1566675.shtml		
Private	广州易玛时装衍发有限公司	Consumer	77	27	27	4	29	0	Guangdong	Guangzhou	Beijing	Beijing		中国儿童少年基金会	美好声波	Government Charitable Organization	Culture	Corporation	Cash	N	http://www.cctf.org.cn/report/donate/select.html			
Public	广东省粤电集团有限公司	Energy and Natural Resource	78	26	26			26	Guangdong	Guangzhou	Guangdong	Guangzhou		广东省扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.gdfpjjh.org.cn/next/JzrmdFile.jsp			
Private	广东凌丰集团股份有限公司	Consumer	79	25	25	3	1	25	Guangdong	Yunfu	Guangdong	Yunfu		云浮市新兴县政府	建小学	Government	Education	Corporation	Cash	N	http://www.weixinnu.com/tag/article/771997321			
Private	广东筠诚投资控股股份有限公司	Finance	79	25	25	3	1	25	Guangdong	Yunfu	Guangdong	Yunfu		云浮市新兴县政府	建小学	Government	Education	Corporation	Cash	N	http://www.weixinnu.com/tag/article/771997321			
Private	泛海公益基金会	Real Estate	79	25	10			10	Beijing	Beijing	Beijing	Bejing		爱佑慈善基金会	用于本基金会章程规定事项	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ayfoundation.org//upload/Attach/mrbj/2679049874.pdf	http://www.ayfoundation.org/sxgk/gzbg/index.shtml		
Private	泛海公益基金会	Real Estate	79	25	6	6	6	0	Beijing	Beijing	Tibet			中国光彩事业基金会	藏区母婴健康	Government Charitable Organization	Public Health	Corporate Foundation	Cash	N	http://news.cyol.com/content/2016-06/06/content_12743616.htm	http://ccn.people.com.cn/n1/2016/0721/c366510-28572865.html		
Private	泛海公益基金会	Real Estate	79	25	5	6		5	Beijing	Beijing	Beijing	Beijing		中国文学艺术基金会		Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.claf.cn/Info/jzb/jzb2016/201704/t20170419_362005.html			
Private	泛海公益基金会	Real Estate	79	25	1	6	6	0	Beijing	Beijing	Yunnan			中国光彩事业基金会	藏区母婴健康	Government Charitable Organization	Public Health	Corporate Foundation	Cash	N	http://news.cyol.com/content/2016-06/06/content_12743616.htm	http://ccn.people.com.cn/n1/2016/0721/c366510-28572865.html		
Private	泛海公益基金会	Real Estate	79	25	1	6	6	0	Beijing	Beijing	Gansu			中国光彩事业基金会	藏区母婴健康	Government Charitable Organization	Public Health	Corporate Foundation	Cash	N	http://news.cyol.com/content/2016-06/06/content_12743616.htm	http://ccn.people.com.cn/n1/2016/0721/c366510-28572865.html		
Private	泛海公益基金会	Real Estate	79	25	1	6	6	0	Beijing	Beijing	Sichuan			中国光彩事业基金会	藏区母婴健康	Government Charitable Organization	Public Health	Corporate Foundation	Cash	N	http://news.cyol.com/content/2016-06/06/content_12743616.htm	http://ccn.people.com.cn/n1/2016/0721/c366510-28572865.html		
Private	泛海公益基金会	Real Estate	79	25	1	6	6	0	Beijing	Beijing	Qinghai			中国光彩事业基金会	藏区母婴健康	Government Charitable Organization	Public Health	Corporate Foundation	Cash	N	http://news.cyol.com/content/2016-06/06/content_12743616.htm	http://ccn.people.com.cn/n1/2016/0721/c366510-28572865.html		
Private	深圳尚慧国际教育科技有限公司	Education	79	25	15	9	0	0	Guangdong	Shenzhen	Beijing	Beijing	China Children and Teenagers' Fund	中国儿童少年基金会	北师大教育	Non-Government Foundation	Education	Corporation	Cash	N	http://www.cctf.org.cn/report/donate/select.html			
Private	深圳尚慧国际教育科技有限公司	Education	79	25	10	7	31	0	Guangdong	Shenzhen	Beijing	Beijing		中国儿童少年基金会	北师大教育	Government Charitable Organization	Education	Corporation	Cash	N	http://www.cctf.org.cn/report/donate/select.html			
Private	宜昌人福药业有限责任公司	Healthcare	83	24	10	9	5	10	Hubei	Yichang	Hubei	Yichang		宜昌市慈善总会	“大爱宜昌”慈善晚会	Government Charitable Organization	Unspecified	Corporation	Cash	N	http://weibo.com/ttarticle/p/show?id=2309351000694016666005643879			
Private	宜昌人福药业有限责任公司	Healthcare	83	24	2	7	16	2	Hubei	Yichang	Hubei	Wuhan		湖北省卫生计生委院		Government	Disaster Relief	Corporation	Goods	N	http://news.cnhubei.com/xw/2016zt/fxjz/201607/t3662890.shtml			
Private	宜昌人福药业有限责任公司	Healthcare	83	24	10	1	28	10	Hubei	Yichang	Hubei	Wuhan	Hubei Charity Federation	湖北省慈善总会	精准扶贫专项基金 湖北省2016年“慈善之夜”	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.cnhubei.com/xw/sh/201601/t3529895.shtml	http://news.ifeng.com/a/20160129/47283568_0.shtml	http://news.xinhuanet.com/local/2016-01/29/c_128682210.htm	
Private	宜昌人福药业有限责任公司	Healthcare	83	24	1	9	6	0	Hubei	Yichang	Anhui	Tongcheng		高桥中心学校		School	Education	Corporation	Cash	N	http://www.0717w.com/list.php?id=2047	http://www.jianshu.com/p/47eeabb75ab8		
Private	宜昌人福药业有限责任公司	Healthcare	83	24	1	5	26	0	Hubei	Yichang	Beijing	Beijing		中华少年儿童慈善救助基金会	大病医保专项基金	Non-Government Foundation	Public Health	Corporation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	宜昌人福药业有限责任公司	Healthcare	83	24	1	5	26	0	Hubei	Yichang	Beijing	Beijing		中华少年儿童慈善救助基金会	大病医保专项基金	Non-Government Foundation	Public Health	Corporation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106&name=&DonationNum=&MinAmount=1000000&MaxAmount=1000000000&Payment=&starttime=2016-01-01&endtime=2016-08-31&Project=0&recipients=&type=0			
Private	宜昌人福药业有限责任公司	Healthcare	83	24	1	3	4	0	Hubei	Yichang	Beijing	Beijing		中华少年儿童慈善救助基金会	大病医保公益基金	Government Charitable Organization	Public Health	Corporation	Cash	N	http://www.ysgbbs.com/bencandy.php?fid-62-id-16421-page-1.htm	http://www.ycrenfu.com.cn/list.asp?id=3163		
Public	深圳市TCL公益基金会	Manufacturing	84	22.67	22.67	8	15	0	Guangdong	Shenzhen	Beijing	Beijing		北京理工大学教育基金会		University or University Foundation	Education	Corporate Foundation	Cash	N	http://ef.bit.edu.cn/bit/upload/admin/file/2017-04/北京理工大学教育基金会2016年度审计报告.pdf			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	16.11	12	29	16.11	Beijing	Beijing	Beijing	Beijing		安利公益基金会	为5加油/春苗营养计划/未限定	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.amwayfoundation.org/zh/publicity/public-info.html			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	2.8	12	28	2.8	Beijing	Beijing	Beijing	Beijing	China Environmental Protection Foundation	中华环境保护基金会	环保嘉年华	Government Charitable Organization	Environment	Corporation	Cash	N	http://www.cepf.org.cn/XXGK/XXGK_JZXX/201703/t20170307_398258.htm			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	1.25	1	13	0	Beijing	Beijing	Shanghai	Shanghai	Shanghai Charity Federation	上海慈善网		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.scf.org.cn/foundation/donation/list.jhtml?type=2			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	1	10	18	0	Beijing	Beijing	Shanghai	Shanghai	Website of Shanghai Charity Foundation	上海慈善网		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.scf.org.cn/foundation/donation/list.jhtml			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	0.75	2	1	0	Beijing	Beijing	Shanghai	Shanghai	Shanghai Charity Federation	上海慈善网		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.scf.org.cn/foundation/donation/list.jhtml?type=2			
Private	安利（中国）日用品有限公司	Consumer	85	22.51	0.5	3	28	0	Beijing	Beijing	Shanghai	Shanghai	Shanghai Charity Federation	上海慈善网		Government Charitable Organization	Unspecified	Corporation	Cash	N	http://www.scf.org.cn/foundation/donation/list.jhtml?type=2			
