Sector	Organization Name (CN)	Industry	Rank	Total Amout	Donation Amount (mil ￥)	Donation Month	Donation Date	Sumif(origin=dest)	Donation Origin (Province)	Donation Origin (City)	Donation Destination (Province)	Donation Destination (City)	Name of Recipient	Name of Recipient (CN)	Donation for what program?	Type of Recipient	Donation Cause	Donation Vehicle	Form of Donation	Pledge? (Y/N)	Donation Link	Donation Link 2	Donation Link 3	Other Donation Link(s)
Public	茅台集团	Consumer	28	100	100			100	Guizhou	Zunyi	Guizhou			20000名贫困家庭的大学新生	国酒茅台_国之栋梁—— 2016希望工程圆梦行动	Individual(s)	Education	Corporate Foundation	Cash	N	http://www.cydf.org.cn/index.php?m=content&c=index&a=show&catid=251&id=59	http://news.xinhuanet.com/food/2016-06/14/c_1119039239.htm		
Private	恒裕集团	Real Estate	28	100	100	6	30	100	Guangdong	Shenzhen	Guangdong	Guangzhou		广东省人民政府	2016年广东扶贫济困日活动	Government	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://news.ifeng.com/a/20160701/49275840_0.shtml	http://mp.weixin.qq.com/s?__biz=MzIxMzE4MTg5NQ==&mid=2653829507&idx=1&sn=31d23636b8c1f7496a66d6fff08d45e3&3rd=MjM5NzM2NjUzNg==&scene=8#rd	https://m.sohu.com/n/457216242/?wscrid=32576_1	
Private	旭辉集团股份有限公司	Real Estate	28	100	100	11	10	0	Shanghai	Shanghai	Beijing	Beijing	Communication University of China	中国传媒大学	对旭辉集团在我校（传媒大学）32、33号楼、老国交、地下车库等校舍的修缮工程中提供的资金和技术帮助	University or University Foundation	Education	Corporation	Cash	N	http://www.cuc.edu.cn/zcyw/6812.html	http://www.bj.xinhuanet.com/bjyw/2016-11/15/c_1119916344.htm		#REF!
Private	泰然金融集团	Finance	28	100	100	1	8	0	Shanghai	Shanghai	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学泰然互联网金融教育基金	University or University Foundation	Education	Corporation	Cash	N	http://iof.hexun.com/2016-07-04/184737349.html			
Private	海航集团	Transportation and Logistics	28	100	100	10	17	100	Hainan	Haikou	Hainan	Haikou	Hainan Government	海南省政府	助力海南开展精准扶贫	Government	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.chinanews.com/cj/2016/10-19/8036175.shtml	http://www.sohu.com/a/117203901_162758		
Private	红太阳集团	Manufacturing	28	100	100	1	26	100	Jiangsu	Nanjing	Jiangsu	Nanjing		南京市慈善总会	高淳慈善基金	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporation	Cash	N	http://www.njscszh.org/NewsShow/3656/10539.html	http://www.njdaily.cn/2016/0128/1314567.shtml		
Individual	朱永宁	Internet and Communication Technology	28	100	100	11	28	100	Jiangsu	Nanjing	Jiangsu	Nanjing		南京大学	南京大学博物馆	University or University Foundation	Education	Individual	Cash	N	https://www.nju.edu.cn/99/a1/c7550a170401/pagem.psp			
Individual	周锦霆	Manufacturing	28	100	100	3	29	0	Shanghai	Shanghai	Sichuan	Chengdu		电子科技大学	荷福研究院	University or University Foundation	Education	Individual	Cash	N	http://www.news.uestc.edu.cn/?n=UestcNews.Front.Document.ArticlePage&Id=53345	http://www.alumni.uestc.edu.cn/index/newsdetail?catid=53&id=993		
Individual	张宗真	Real Estate	28	100	100	6	16	100	Fujian	Xiamen	Fujian	Fuzhou		福建承群慈善基金	成立“承群基金会”	Non-Government Foundation	Disaster Relief	Individual	Cash	N	http://fj.sina.com.cn/minshang/msgy/2016-06-17/150932206.html	http://www.chinanews.com/sh/2016/06-16/7907235.shtml		
Individual	许健康	Real Estate	28	100	100	4	6	100	Fujian	Quanzhou	Fujian	Jinjiang		福建省晋江市安海镇溪边村	“美丽乡村”建设及实施可持续发展项目	Government	Social Welfare & Poverty Alleviation	Individual	Cash	N	http://house.163.com/16/1228/17/C9D0TH6R00078GI9.html	http://fj.sina.com.cn/minshang/msgy/2016-04-07/170730423.html		
Individual	吴亚军	Real Estate	28	100	100	10	15	0	Chongqing	Chongqing	Shaanxi	Xi'an	Northwestern Polytechnical University	西北工业大学	西北工业大学校友讲席教授基金	University or University Foundation	Education	Individual	Cash	N	http://xyh.nwpu.edu.cn/info/1104/2656.htm	http://sn.cri.cn/20161018/47991317-8225-50ec-903f-2894cf64f7d3-2.html		
Individual	陈发树	Consumer	28	100	100	5	2	0	Fujian	Fuzhou	Beijing	Beijing		北京大学	用于北京大学国家发展研究院的承泽园新校区建设、支持国发院教学科研及双方共建研究中心。	University or University Foundation	Education	Individual	Cash	N	http://pkunews.pku.edu.cn/2014zt/2016-05/03/content_293672.htm	http://www.nsd.pku.edu.cn/home/xinwen/2016/0503/26259.html		
Individual	周海冰、侯莹	Finance	28	100	100	10	16	0	Beijing	Beijing	Tianjin	Tianjin	Nankai University	南开大学	周海冰，侯莹智德基金	University or University Foundation	Education	Collaborative	Cash	N	http://news.sohu.com/20161016/n470401368.shtml			
Individual	胡葆森	Real Estate	28	100	100	12	23	100	Henan	Zhengzhou	Henan	Zhengzhou	Zhengzhou University	郑州大学	“本源教育发展基金”将全力支持郑州大学的人才培养及发展荷球体育运动。	University or University Foundation	Education	Corporation	Cash	N	http://news.sciencenet.cn/htmlnews/2016/12/364211.shtm	http://www16.zzu.edu.cn/msgs/vmsgisapi.dll/onemsg?msgid=1612261148208224954		
Individual	张扬	Finance	28	100	100	3	23	100	Beijing	Beijing	Beijing	Beijing		清华大学教育基金会	成立全球私募股权研究院	University or University Foundation	Education	Corporation	Cash	N	http://fashion.chinadaily.com.cn/2016-03/23/content_24053039.htm	http://www.thcapital.com.cn/article/7.html		
Individual	雷军	Internet and Communication Technology	43	99.999999	99.999999	10	20	0	Beijing	Beijing	Hubei	Wuhan	Wuhan University	武汉大学	用于建设武汉大学大型科学仪器共享平台和开展交叉前沿科学研究，预计建筑面积3.5万平方米。	University or University Foundation	Education	Individual	Cash	N	http://news.whu.edu.cn/info/1002/47098.htm	http://edu.sina.com.cn/gaokao/2016-10-24/doc-ifxwztru6989377.shtml		
Public	浙江中烟工业有限责任公司	Manufacturing	44	97	80			80	Zhejiang	Hangzhou	Zhejiang	Hangzhou		浙江大学教育基金会	浙江大学紫金港校区二期建设	University or University Foundation	Education	Corporation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Public	浙江中烟工业有限责任公司	Manufacturing	44	97	15			15	Zhejiang	Hangzhou	Zhejiang	Hangzhou		浙江大学教育基金会	高分子系吸附分离材料联合实验室	University or University Foundation	Education	Corporation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Public	浙江中烟工业有限责任公司	Manufacturing	44	97	2			0	Beijing	Beijing	Zhejiang	Hangzhou		浙江大学教育基金会	软件学院人才培养与学科建设专项基金	University or University Foundation	Education	Corporation	Cash	N	http://www.zuef.zju.edu.cn/index.php/webSite/webColumn/index/12.html			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	14.58370503			0	Guangdong	Shenzhen	Beijing	Beijing	China Foundation for Poverty Alleviation	中国扶贫基金会		Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.fupin.org.cn/information/institution.aspx?typeid=1	"On page 31 of ""2016年度报告""pdf （download needed)"		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	13.091964	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中国社会福利基金会	非定向	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.cswef.org/Home/Donquery/index/donmoney/1000000/atime/2016-1-1/btime/2017-1-1/dtime/1451577600%2C1483200000/status/2/p/4.html			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	10			0	Guangdong	Shenzhen	Beijing	Bejing		爱佑慈善基金会	爱佑童心项目	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ayfoundation.org//upload/Attach/mrbj/2679049874.pdf	http://www.ayfoundation.org/sxgk/gzbg/index.shtml		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	7.32	12		0	Guangdong	Shenzhen	Shanghai	Shanghai		上海真爱梦想公益慈善基金会		Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.adream.org/donation-inquiry#love-list-form	"Better to use ""爱心榜查询“ at the lower part of the website, using year and month."		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	6.27772792	12	19	6.27772792	Guangdong	Shenzhen	Guangdong	Shenzhen	One Foundation	壹基金	意向待定	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.onefoundation.cn/index.php?m=page&a=index&id=122	Both the name and time range needed when search		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	3.644545	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	9958救助中心	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2.7	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	新生儿遗传代谢病筛查项目（已结束）	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2.291896	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	爱心家园救助中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2.28747	12	13	0	Guangdong	Shenzhen	Beijing	Beijing		中国社会福利基金会	非定向	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.cswef.org/Home/Donquery/index/donmoney/1000000/atime/2016-1-1/btime/2017-1-1/dtime/1451577600%2C1483200000/status/2/p/4.html			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2.00336551	12	23	0	Guangdong	Shenzhen	Beijing	Beijing		北京青少年发展基金会	汇聚·爱	Government Charitable Organization	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.juanzhuzhongxin.cn/index.php/Aixin/index/p/73	The page may change when new donations are added on website.		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2	3	22	0	Guangdong	Shenzhen	Beijing	Beijing		中国社会福利基金会	C801-160114-2064934	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.cswef.org/Home/Donquery/index/donmoney/1000000/atime/2016-1-1/btime/2017-1-1/dtime/1451577600%2C1483200000/status/2/p/4.html			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	2	2	1	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	9958救助中心	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.59	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	太阳村专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.491959	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	太阳村专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.419205	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	慈弘悦读成长计划项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.35	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	众爱专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.34	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	9958救助中心	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.31	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	慈弘悦读成长计划项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.25907	1	6	0	Guangdong	Shenzhen	Beijing	Beijing		中国社会福利基金会	C801-151125-1961638	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.cswef.org/Home/Donquery/index/donmoney/1000000/atime/2016-1-1/btime/2017-1-1/dtime/1451577600%2C1483200000/status/2/p/4.html			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.116721	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	新生儿遗传代谢病筛查项目（已结束）	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.09	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	春晖博爱弱势儿童抚育教育项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1.073069	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	新生儿遗传代谢病筛查项目（已结束）	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	1	8	3	1	Guangdong	Shenzhen	Guangdong	Shenzhen	One Foundation	壹基金	紧急救灾计划	Non-Government Foundation	Disaster Relief	Corporate Foundation	Cash	N	http://www.onefoundation.cn/index.php?m=page&a=index&id=122	Both the name and time range needed when search		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.987418	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	西部儿童救助专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.91	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	一颗鸡蛋工程专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.9	3		0	Guangdong	Shenzhen	Shanghai	Shanghai		上海真爱梦想公益慈善基金会		Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.adream.org/donation-inquiry#love-list-form	"Better to use ""爱心榜查询“ at the lower part of the website, using year and month."		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.84	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	以爱童行专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.77	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	西部儿童救助专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.75	8	1	0	Guangdong	Shenzhen	Jiangsu	Wuxi		灵山慈善基金会	专项基金 （灵青计划）	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.lingshanfoundation.org/category/211			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.687689	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	众爱专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.670643	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	红伞儿童专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.6	3	2	0	Guangdong	Shenzhen	Jiangsu	Wuxi		灵山慈善基金会	图书出版人计划	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.lingshanfoundation.org/category/211			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.57	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	青爱工程专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.5	8	5	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	9958救助中心	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.479393	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	天使之家专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.39	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	大病医保专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.351622	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	起点工程	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.33	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	天使之家专项基金	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.3	11	9	0	Guangdong	Shenzhen	Jiangsu	Wuxi		灵山慈善基金会	捐赠	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.lingshanfoundation.org/category/211			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.29164391	12	20	0	Guangdong	Shenzhen	Shanghai	Shanghai	Shanghai Soong Ching Ling Foundation	上海宋庆龄基金会	99公益日配捐	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ssclf.org/search-donations			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.28	12	19	0	Guangdong	Shenzhen	Beijing	Beijing	China Population Welfare Foundation	中国人口福利基金	其他项目	Non-Government Foundation	Unspecified	Corporate Foundation	Cash	N	http://www.cpwf.org.cn/home/axb/index.rjh			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.27	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	童缘资助中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.257785	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	童缘资助中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.251651	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	祝福宝贝专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.25	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	海南乡村教育项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.24	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	上学路上专项基金	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.23	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	回家的希望	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.22755	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	绽放未来项目	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.22	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	益童（孤儿）成长中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.22	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	朴质心童项目	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.21	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	眺望星光专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.195192	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	青爱工程专项基金	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.19	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	童缘资助中心	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.18	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	天使的梦专项基金	Non-Government Foundation	Education	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.170684	1	12	0	Guangdong	Shenzhen	Beijing	Beijing		中华少年儿童慈善救助基金会	快乐小陶子项目	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106			
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.14	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	快乐小陶子项目	Non-Government Foundation	Social Welfare & Poverty Alleviation	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
Private	腾讯公益慈善基金会	Internet and Communication Technology	45	96.89660982	0.13	12	20	0	Guangdong	Shenzhen	Beijing	Beijing	China Charities Aid Foundation for Children	中华少儿慈善救助基金会	用爱补心项目	Non-Government Foundation	Public Health	Corporate Foundation	Cash	N	http://www.ccafc.org.cn/templates/DonationSearch/index.aspx?nodeid=106	http://www.ccafc.org.cn/index.aspx		
